consumable_id,consumable_name,consumable_box_name,consumable_tier,consumable_type,consumable_category,consumable_ingredients,consumable_duration,consumable_effect,consumable_toxicity,consumable_price,consumable_weight,consumable_description,consumable_observation,consumable_method,consumable_effect_area
POTION-028,Poção de Restauração,Poção de Restauração | Excelente,Excelente,Poção,Restauração,,Instantânea,Restaura 1d6 +18 PV e Mana.,10.0,960,0.2,"
- Um líquido translúcido em tonalidade violeta profunda, com nuances que variam entre púrpura e lavanda conforme a luz atravessa o frasco.
- o interior, delicados reflexos prateados se entrelaçam lentamente, como dois fluxos distintos coexistindo — um mais quente, outro mais etéreo — sugerindo a união entre vitalidade física e energia arcana.
- Sua viscosidade é suave e equilibrada, nem tão leve quanto água, nem densa como xarope, escorrendo pelo vidro em trilhas elegantes que desaparecem rapidamente.
- O aroma é harmonioso e complexo: ervas restauradoras, flores noturnas e um leve toque mineral luminoso.
- Ao ser ingerida, duas sensações emergem quase ao mesmo tempo — um calor que percorre o corpo, restaurando tecidos e reduzindo a dor, e uma clareza mental que reorganiza pensamentos e estabiliza a energia interna.
- A recuperação acontece como um alinhamento súbito, como se corpo e mente fossem reajustados ao mesmo ritmo.","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes. 
-Possui uma penalidade cumulativa de -1 ao ser utilizada em alguém que já consumiu anteriormente essa poção no mesmo dia.",,
POTION-029,Poção de Restauração,Poção de Restauração | Obra-Prima,Obra-Prima,Poção,Restauração,,Instantânea,Restaura 1d6 + 24 PV e Mana.,8.0,1920,0.1,"
- Um líquido translúcido em tonalidade violeta profunda, com nuances que variam entre púrpura e lavanda conforme a luz atravessa o frasco.
- o interior, delicados reflexos prateados se entrelaçam lentamente, como dois fluxos distintos coexistindo — um mais quente, outro mais etéreo — sugerindo a união entre vitalidade física e energia arcana.
- Sua viscosidade é suave e equilibrada, nem tão leve quanto água, nem densa como xarope, escorrendo pelo vidro em trilhas elegantes que desaparecem rapidamente.
- O aroma é harmonioso e complexo: ervas restauradoras, flores noturnas e um leve toque mineral luminoso.
- Ao ser ingerida, duas sensações emergem quase ao mesmo tempo — um calor que percorre o corpo, restaurando tecidos e reduzindo a dor, e uma clareza mental que reorganiza pensamentos e estabiliza a energia interna.
- A recuperação acontece como um alinhamento súbito, como se corpo e mente fossem reajustados ao mesmo ritmo.","
- Não cura doenças nem neutraliza venenos, mas pode curar danos causados ​​por estes. 
-Possui uma penalidade cumulativa de -1 ao ser utilizada em alguém que já consumiu anteriormente essa poção no mesmo dia.",,
POTION-030,Poção de Velocidade,Poção de Velocidade | Comum,Comum,Poção,Utilidade,,2 Turnos,"
Aumenta em +1 Esquiva, Velocidade e Deslocamento.",10.0,100,0.5,"
- Um líquido translúcido de tonalidade verde vibrante, com reflexos mais claros que percorrem o frasco em movimentos rápidos, como correntes aceleradas presas em vidro.
- Quando agitada, forma espirais ágeis que desaparecem quase instantaneamente, sugerindo energia em constante movimento.
- Sua fluidez é leve e dinâmica, escorrendo rapidamente pelas paredes do recipiente sem deixar marcas duradouras.
- O aroma é fresco e estimulante — notas de ervas cortantes, folhas esmagadas e um leve toque cítrico que desperta os sentidos.
- Ao ser ingerida, a sensação é imediata: o corpo parece mais leve, a respiração acelera sem esforço e o tempo parece desacelerar ao redor. Reflexos se aguçam, músculos respondem antes mesmo do pensamento terminar e cada movimento carrega uma precisão veloz, como se o mundo tivesse se tornado ligeiramente mais lento.",,,
POTION-031,Poção de Velocidade,Poção de Velocidade | Boa,Boa,Poção,Utilidade,,3 Turnos,"
Aumenta em +1 Esquiva, Velocidade e Deslocamento.",8.0,200,0.4,"
- Um líquido translúcido de tonalidade verde vibrante, com reflexos mais claros que percorrem o frasco em movimentos rápidos, como correntes aceleradas presas em vidro.
- Quando agitada, forma espirais ágeis que desaparecem quase instantaneamente, sugerindo energia em constante movimento.
- Sua fluidez é leve e dinâmica, escorrendo rapidamente pelas paredes do recipiente sem deixar marcas duradouras.
- O aroma é fresco e estimulante — notas de ervas cortantes, folhas esmagadas e um leve toque cítrico que desperta os sentidos.
- Ao ser ingerida, a sensação é imediata: o corpo parece mais leve, a respiração acelera sem esforço e o tempo parece desacelerar ao redor. Reflexos se aguçam, músculos respondem antes mesmo do pensamento terminar e cada movimento carrega uma precisão veloz, como se o mundo tivesse se tornado ligeiramente mais lento.",,,
POTION-032,Poção de Velocidade,Poção de Velocidade | Superior,Superior,Poção,Utilidade,,4 Turnos,"
Aumenta em +1 Esquiva, Velocidade e Deslocamento.",6.0,400,0.3,"
- Um líquido translúcido de tonalidade verde vibrante, com reflexos mais claros que percorrem o frasco em movimentos rápidos, como correntes aceleradas presas em vidro.
- Quando agitada, forma espirais ágeis que desaparecem quase instantaneamente, sugerindo energia em constante movimento.
- Sua fluidez é leve e dinâmica, escorrendo rapidamente pelas paredes do recipiente sem deixar marcas duradouras.
- O aroma é fresco e estimulante — notas de ervas cortantes, folhas esmagadas e um leve toque cítrico que desperta os sentidos.
- Ao ser ingerida, a sensação é imediata: o corpo parece mais leve, a respiração acelera sem esforço e o tempo parece desacelerar ao redor. Reflexos se aguçam, músculos respondem antes mesmo do pensamento terminar e cada movimento carrega uma precisão veloz, como se o mundo tivesse se tornado ligeiramente mais lento.",,,
POTION-033,Poção de Velocidade,Poção de Velocidade | Excelente,Excelente,Poção,Utilidade,,5 Turnos,"
Aumenta em +1 Esquiva, Velocidade e Deslocamento.",4.0,800,0.2,"
- Um líquido translúcido de tonalidade verde vibrante, com reflexos mais claros que percorrem o frasco em movimentos rápidos, como correntes aceleradas presas em vidro.
- Quando agitada, forma espirais ágeis que desaparecem quase instantaneamente, sugerindo energia em constante movimento.
- Sua fluidez é leve e dinâmica, escorrendo rapidamente pelas paredes do recipiente sem deixar marcas duradouras.
- O aroma é fresco e estimulante — notas de ervas cortantes, folhas esmagadas e um leve toque cítrico que desperta os sentidos.
- Ao ser ingerida, a sensação é imediata: o corpo parece mais leve, a respiração acelera sem esforço e o tempo parece desacelerar ao redor. Reflexos se aguçam, músculos respondem antes mesmo do pensamento terminar e cada movimento carrega uma precisão veloz, como se o mundo tivesse se tornado ligeiramente mais lento.",,,
POTION-034,Poção de Velocidade,Poção de Velocidade | Obra-Prima,Obra-Prima,Poção,Utilidade,,6 Turnos,"
Aumenta em +2 Esquiva, Velocidade e Deslocamento.",2.0,1600,0.1,"
- Um líquido translúcido de tonalidade verde vibrante, com reflexos mais claros que percorrem o frasco em movimentos rápidos, como correntes aceleradas presas em vidro.
- Quando agitada, forma espirais ágeis que desaparecem quase instantaneamente, sugerindo energia em constante movimento.
- Sua fluidez é leve e dinâmica, escorrendo rapidamente pelas paredes do recipiente sem deixar marcas duradouras.
- O aroma é fresco e estimulante — notas de ervas cortantes, folhas esmagadas e um leve toque cítrico que desperta os sentidos.
- Ao ser ingerida, a sensação é imediata: o corpo parece mais leve, a respiração acelera sem esforço e o tempo parece desacelerar ao redor. Reflexos se aguçam, músculos respondem antes mesmo do pensamento terminar e cada movimento carrega uma precisão veloz, como se o mundo tivesse se tornado ligeiramente mais lento.",,,
POTION-035,Poção de Celeridade,Poção de Celeridade | Comum,Comum,Poção,Utilidade,,2 Turnos,"
Permite ao usuário realizar 1 Ação Adicional.",10.0,150,0.5,"
- Um líquido de tonalidade verde-clara com reflexos dourados extremamente rápidos, que surgem e desaparecem como faíscas presas dentro do frasco.
- Diferente da Poção de Velocidade, seus movimentos internos não são fluidos, mas abruptos — pequenos saltos, duplicações visuais e distorções breves, como se o conteúdo existisse em mais de um instante ao mesmo tempo.
- Sua consistência é leve, porém instável, criando a impressão de que o líquido reage antes mesmo de ser agitado.
- O aroma é fresco e elétrico, com notas herbais intensas e um toque seco que lembra ozônio após um relâmpago.
- Ao ser ingerida, a percepção do tempo sofre um breve deslocamento: pensamentos se antecipam, movimentos parecem acontecer antes da decisão consciente e o corpo encontra espaço para agir entre os instantes. Não é apenas velocidade — é a sensação de ter um momento extra.","
- A ação adicional pode ser usada para qualquer ação válida (ataque, movimento, manobra simples, etc.), a critério do Mestre.
- Alternativamente, pode ser usada para realizar uma defesa adicional no turno — nesse caso, a defesa consome a ação extra.
- A ação extra não permite conjurar magias que normalmente exigem múltiplos turnos em um único turno (salvo decisão do Mestre).",,
POTION-036,Poção de Celeridade,Poção de Celeridade | Boa,Boa,Poção,Utilidade,,3 Turnos,"
Permite ao usuário realizar 1 Ação Adicional.",8.0,300,0.4,"
- Um líquido de tonalidade verde-clara com reflexos dourados extremamente rápidos, que surgem e desaparecem como faíscas presas dentro do frasco.
- Diferente da Poção de Velocidade, seus movimentos internos não são fluidos, mas abruptos — pequenos saltos, duplicações visuais e distorções breves, como se o conteúdo existisse em mais de um instante ao mesmo tempo.
- Sua consistência é leve, porém instável, criando a impressão de que o líquido reage antes mesmo de ser agitado.
- O aroma é fresco e elétrico, com notas herbais intensas e um toque seco que lembra ozônio após um relâmpago.
- Ao ser ingerida, a percepção do tempo sofre um breve deslocamento: pensamentos se antecipam, movimentos parecem acontecer antes da decisão consciente e o corpo encontra espaço para agir entre os instantes. Não é apenas velocidade — é a sensação de ter um momento extra.","
- A ação adicional pode ser usada para qualquer ação válida (ataque, movimento, manobra simples, etc.), a critério do Mestre.
- Alternativamente, pode ser usada para realizar uma defesa adicional no turno — nesse caso, a defesa consome a ação extra.
- A ação extra não permite conjurar magias que normalmente exigem múltiplos turnos em um único turno (salvo decisão do Mestre).",,
POTION-037,Poção de Celeridade,Poção de Celeridade | Superior,Superior,Poção,Utilidade,,4 Turnos,"
Permite ao usuário realizar 1 Ação Adicional.",6.0,600,0.3,"
- Um líquido de tonalidade verde-clara com reflexos dourados extremamente rápidos, que surgem e desaparecem como faíscas presas dentro do frasco.
- Diferente da Poção de Velocidade, seus movimentos internos não são fluidos, mas abruptos — pequenos saltos, duplicações visuais e distorções breves, como se o conteúdo existisse em mais de um instante ao mesmo tempo.
- Sua consistência é leve, porém instável, criando a impressão de que o líquido reage antes mesmo de ser agitado.
- O aroma é fresco e elétrico, com notas herbais intensas e um toque seco que lembra ozônio após um relâmpago.
- Ao ser ingerida, a percepção do tempo sofre um breve deslocamento: pensamentos se antecipam, movimentos parecem acontecer antes da decisão consciente e o corpo encontra espaço para agir entre os instantes. Não é apenas velocidade — é a sensação de ter um momento extra.","
- A ação adicional pode ser usada para qualquer ação válida (ataque, movimento, manobra simples, etc.), a critério do Mestre.
- Alternativamente, pode ser usada para realizar uma defesa adicional no turno — nesse caso, a defesa consome a ação extra.
- A ação extra não permite conjurar magias que normalmente exigem múltiplos turnos em um único turno (salvo decisão do Mestre).",,
POTION-038,Poção de Celeridade,Poção de Celeridade | Excelente,Excelente,Poção,Utilidade,,5 Turnos,"
Permite ao usuário realizar 1 Ação Adicional.",4.0,1200,0.2,"
- Um líquido de tonalidade verde-clara com reflexos dourados extremamente rápidos, que surgem e desaparecem como faíscas presas dentro do frasco.
- Diferente da Poção de Velocidade, seus movimentos internos não são fluidos, mas abruptos — pequenos saltos, duplicações visuais e distorções breves, como se o conteúdo existisse em mais de um instante ao mesmo tempo.
- Sua consistência é leve, porém instável, criando a impressão de que o líquido reage antes mesmo de ser agitado.
- O aroma é fresco e elétrico, com notas herbais intensas e um toque seco que lembra ozônio após um relâmpago.
- Ao ser ingerida, a percepção do tempo sofre um breve deslocamento: pensamentos se antecipam, movimentos parecem acontecer antes da decisão consciente e o corpo encontra espaço para agir entre os instantes. Não é apenas velocidade — é a sensação de ter um momento extra.","
- A ação adicional pode ser usada para qualquer ação válida (ataque, movimento, manobra simples, etc.), a critério do Mestre.
- Alternativamente, pode ser usada para realizar uma defesa adicional no turno — nesse caso, a defesa consome a ação extra.
- A ação extra não permite conjurar magias que normalmente exigem múltiplos turnos em um único turno (salvo decisão do Mestre).",,
